name,concatenated,topic,region,number,requesting organization,organization_name
"Mapping mobile homes - Arizona, USA (4) Arizona State University","Mapping mobile homes - Arizona, USA (4) Arizona State University",Mapping mobile homes,"Arizona, USA",4,Arizona State University,Arizona State University
"Mapping mobile homes - Arizona, USA (5) Arizona State University","Mapping mobile homes - Arizona, USA (5) Arizona State University",Mapping mobile homes,"Arizona, USA",5,Arizona State University,Arizona State University
"Mapping mobile homes - Arizona, USA (6) Arizona State University","Mapping mobile homes - Arizona, USA (6) Arizona State University",Mapping mobile homes,"Arizona, USA",6,Arizona State University,Arizona State University
"Mapping mobile homes - Arizona, USA (7) Arizona State University","Mapping mobile homes - Arizona, USA (7) Arizona State University",Mapping mobile homes,"Arizona, USA",7,Arizona State University,Arizona State University
"Mapping mobile homes - Arizona, USA (8) Arizona State University","Mapping mobile homes - Arizona, USA (8) Arizona State University",Mapping mobile homes,"Arizona, USA",8,Arizona State University,Arizona State University
"Mapping mobile homes - Arizona, USA (9) Arizona State University","Mapping mobile homes - Arizona, USA (9) Arizona State University",Mapping mobile homes,"Arizona, USA",9,Arizona State University,Arizona State University
"Mapping mobile homes - Arizona, USA (10) Arizona State University","Mapping mobile homes - Arizona, USA (10) Arizona State University",Mapping mobile homes,"Arizona, USA",10,Arizona State University,Arizona State University
"Mapping mobile homes - Arizona, USA (11) Arizona State University","Mapping mobile homes - Arizona, USA (11) Arizona State University",Mapping mobile homes,"Arizona, USA",11,Arizona State University,Arizona State University
"Mapping mobile homes - Arizona, USA (12) Arizona State University","Mapping mobile homes - Arizona, USA (12) Arizona State University",Mapping mobile homes,"Arizona, USA",12,Arizona State University,Arizona State University
"Mapping mobile homes - Arizona, USA (13) Arizona State University","Mapping mobile homes - Arizona, USA (13) Arizona State University",Mapping mobile homes,"Arizona, USA",13,Arizona State University,Arizona State University
"Mapping mobile homes - Arizona, USA (14) Arizona State University","Mapping mobile homes - Arizona, USA (14) Arizona State University",Mapping mobile homes,"Arizona, USA",14,Arizona State University,Arizona State University
"Mapping mobile homes - Arizona, USA (15) Arizona State University","Mapping mobile homes - Arizona, USA (15) Arizona State University",Mapping mobile homes,"Arizona, USA",15,Arizona State University,Arizona State University
"Mapping mobile homes - Arizona, USA (16) Arizona State University","Mapping mobile homes - Arizona, USA (16) Arizona State University",Mapping mobile homes,"Arizona, USA",16,Arizona State University,Arizona State University
"Mapping mobile homes - Arizona, USA (17) Arizona State University","Mapping mobile homes - Arizona, USA (17) Arizona State University",Mapping mobile homes,"Arizona, USA",17,Arizona State University,Arizona State University
"Mapping mobile homes - Arizona, USA (18) Arizona State University","Mapping mobile homes - Arizona, USA (18) Arizona State University",Mapping mobile homes,"Arizona, USA",18,Arizona State University,Arizona State University
"Mapping mobile homes - Arizona, USA (19) Arizona State University","Mapping mobile homes - Arizona, USA (19) Arizona State University",Mapping mobile homes,"Arizona, USA",19,Arizona State University,Arizona State University
"Mapping mobile homes - Arizona, USA (20) Arizona State University","Mapping mobile homes - Arizona, USA (20) Arizona State University",Mapping mobile homes,"Arizona, USA",20,Arizona State University,Arizona State University
"Mapping mobile homes   - Arizona, USA (33) Arizona State University","Mapping mobile homes - Arizona, USA (33) Arizona State University",Mapping mobile homes,"Arizona, USA",33,Arizona State University,Arizona State University
"Mapping mobile homes   - Arizona, USA (34) Arizona State University","Mapping mobile homes - Arizona, USA (34) Arizona State University",Mapping mobile homes,"Arizona, USA",34,Arizona State University,Arizona State University
"Mapping mobile homes   - Arizona, USA (44) Arizona State University","Mapping mobile homes - Arizona, USA (44) Arizona State University",Mapping mobile homes,"Arizona, USA",44,Arizona State University,Arizona State University
"Mapping mobile homes   - Arizona, USA (36) Arizona State University","Mapping mobile homes - Arizona, USA (36) Arizona State University",Mapping mobile homes,"Arizona, USA",36,Arizona State University,Arizona State University
"Mapping mobile homes   - Arizona, USA (39) Arizona State University","Mapping mobile homes - Arizona, USA (39) Arizona State University",Mapping mobile homes,"Arizona, USA",39,Arizona State University,Arizona State University
"Mapping mobile homes   - Arizona, USA (47) Arizona State University","Mapping mobile homes - Arizona, USA (47) Arizona State University",Mapping mobile homes,"Arizona, USA",47,Arizona State University,Arizona State University
"Mapping mobile homes   - Arizona, USA (48) Arizona State University","Mapping mobile homes - Arizona, USA (48) Arizona State University",Mapping mobile homes,"Arizona, USA",48,Arizona State University,Arizona State University
"Mapping mobile homes   - Arizona, USA (38) Arizona State University","Mapping mobile homes - Arizona, USA (38) Arizona State University",Mapping mobile homes,"Arizona, USA",38,Arizona State University,Arizona State University
Mapping Buildings for Sustainable Communities - DRC (1) USGIF,Mapping Buildings for Sustainable Communities - DRC (1) USGIF,Mapping Buildings for Sustainable Communities,DRC,1,USGIF,USGIF
Mapping Buildings for Sustainable Communities - DRC (2) USGIF,Mapping Buildings for Sustainable Communities - DRC (2) USGIF,Mapping Buildings for Sustainable Communities,DRC,2,USGIF,USGIF
Mapping Buildings for Sustainable Communities - DRC (3) USGIF,Mapping Buildings for Sustainable Communities - DRC (3) USGIF,Mapping Buildings for Sustainable Communities,DRC,3,USGIF,USGIF
"Mapping Buildings - Danyi, Togo (1) OpenStreetMap Togo","Mapping Buildings - Danyi, Togo (1) OpenStreetMap Togo",Mapping Buildings,"Danyi, Togo",1,OpenStreetMap Togo,OpenStreetMap Togo
"Mapping Buildings - Danyi, Togo (1) OpenStreetMap Togo","Mapping Buildings - Danyi, Togo (1) OpenStreetMap Togo",Mapping Buildings,"Danyi, Togo",1,OpenStreetMap Togo,OpenStreetMap Togo
Locating isolated herders - Lesotho (1) Lesotho Town and Regional Planning,Locating isolated herders - Lesotho (1) Lesotho Town and Regional Planning,Locating isolated herders,Lesotho,1,Lesotho Town and Regional Planning,Lesotho Town and Regional Planning
Locating isolated herders - Lesotho (2) Lesotho Town and Regional Planning,Locating isolated herders - Lesotho (2) Lesotho Town and Regional Planning,Locating isolated herders,Lesotho,2,Lesotho Town and Regional Planning,Lesotho Town and Regional Planning
Locating isolated herders - Lesotho (3) Lesotho Town and Regional Planning,Locating isolated herders - Lesotho (3) Lesotho Town and Regional Planning,Locating isolated herders,Lesotho,3,Lesotho Town and Regional Planning,Lesotho Town and Regional Planning
Locating isolated herders - Lesotho (4) Lesotho Town and Regional Planning,Locating isolated herders - Lesotho (4) Lesotho Town and Regional Planning,Locating isolated herders,Lesotho,4,Lesotho Town and Regional Planning,Lesotho Town and Regional Planning
Locating isolated herders - Lesotho (5) Lesotho Town and Regional Planning,Locating isolated herders - Lesotho (5) Lesotho Town and Regional Planning,Locating isolated herders,Lesotho,5,Lesotho Town and Regional Planning,Lesotho Town and Regional Planning
Locating isolated herders - Lesotho (6) Lesotho Town and Regional Planning,Locating isolated herders - Lesotho (6) Lesotho Town and Regional Planning,Locating isolated herders,Lesotho,6,Lesotho Town and Regional Planning,Lesotho Town and Regional Planning
Locating isolated herders - Lesotho (7) Lesotho Town and Regional Planning,Locating isolated herders - Lesotho (7) Lesotho Town and Regional Planning,Locating isolated herders,Lesotho,7,Lesotho Town and Regional Planning,Lesotho Town and Regional Planning
Locating isolated herders - Lesotho (8) Lesotho Town and Regional Planning,Locating isolated herders - Lesotho (8) Lesotho Town and Regional Planning,Locating isolated herders,Lesotho,8,Lesotho Town and Regional Planning,Lesotho Town and Regional Planning
Locating isolated herders - Lesotho (9) Lesotho Town and Regional Planning,Locating isolated herders - Lesotho (9) Lesotho Town and Regional Planning,Locating isolated herders,Lesotho,9,Lesotho Town and Regional Planning,Lesotho Town and Regional Planning
Locating isolated herders - Lesotho (10) Lesotho Town and Regional Planning,Locating isolated herders - Lesotho (10) Lesotho Town and Regional Planning,Locating isolated herders,Lesotho,10,Lesotho Town and Regional Planning,Lesotho Town and Regional Planning
Locating isolated herders - Lesotho (11) Lesotho Town and Regional Planning,Locating isolated herders - Lesotho (11) Lesotho Town and Regional Planning,Locating isolated herders,Lesotho,11,Lesotho Town and Regional Planning,Lesotho Town and Regional Planning
Locating isolated herders - Lesotho (12) Lesotho Town and Regional Planning,Locating isolated herders - Lesotho (12) Lesotho Town and Regional Planning,Locating isolated herders,Lesotho,12,Lesotho Town and Regional Planning,Lesotho Town and Regional Planning
Locating isolated herders - Lesotho (13) Lesotho Town and Regional Planning,Locating isolated herders - Lesotho (13) Lesotho Town and Regional Planning,Locating isolated herders,Lesotho,13,Lesotho Town and Regional Planning,Lesotho Town and Regional Planning
Locating isolated herders - Lesotho (14) Lesotho Town and Regional Planning,Locating isolated herders - Lesotho (14) Lesotho Town and Regional Planning,Locating isolated herders,Lesotho,14,Lesotho Town and Regional Planning,Lesotho Town and Regional Planning
Locating isolated herders - Lesotho (15) Lesotho Town and Regional Planning,Locating isolated herders - Lesotho (15) Lesotho Town and Regional Planning,Locating isolated herders,Lesotho,15,Lesotho Town and Regional Planning,Lesotho Town and Regional Planning
Locating isolated herders - Lesotho (16) Lesotho Town and Regional Planning,Locating isolated herders - Lesotho (16) Lesotho Town and Regional Planning,Locating isolated herders,Lesotho,16,Lesotho Town and Regional Planning,Lesotho Town and Regional Planning
"Locate Buildings, Climate Change Challenge - Makira, Solomon Islands (1) Open Mapping Hub - AP","Locate Buildings, Climate Change Challenge - Makira, Solomon Islands (1) Open Mapping Hub - AP","Locate Buildings, Climate Change Challenge","Makira, Solomon Islands",1,Open Mapping Hub - AP,Open Mapping Hub - AP
"Locate Buildings, Climate Change Challenge - Kelantan, Malaysia (1) Open Mapping Hub - AP","Locate Buildings, Climate Change Challenge - Kelantan, Malaysia (1) Open Mapping Hub - AP","Locate Buildings, Climate Change Challenge","Kelantan, Malaysia",1,Open Mapping Hub - AP,Open Mapping Hub - AP
"Locate Buildings, Climate Change Challenge - Kelantan, Malaysia (2) Open Mapping Hub - AP","Locate Buildings, Climate Change Challenge - Kelantan, Malaysia (2) Open Mapping Hub - AP","Locate Buildings, Climate Change Challenge","Kelantan, Malaysia",2,Open Mapping Hub - AP,Open Mapping Hub - AP
"Locate Buildings, Climate Change Challenge - Kelantan, Malaysia (3) Open Mapping Hub - AP","Locate Buildings, Climate Change Challenge - Kelantan, Malaysia (3) Open Mapping Hub - AP","Locate Buildings, Climate Change Challenge","Kelantan, Malaysia",3,Open Mapping Hub - AP,Open Mapping Hub - AP
Local Impact Governance Activity - Zambia (1) HOT,Local Impact Governance Activity - Zambia (1) HOT,Local Impact Governance Activity,Zambia,1,HOT,HOT
Local Impact Governance Activity - Zambia (2) HOT,Local Impact Governance Activity - Zambia (2) HOT,Local Impact Governance Activity,Zambia,2,HOT,HOT
Local Impact Governance Activity - Zambia (3) HOT,Local Impact Governance Activity - Zambia (3) HOT,Local Impact Governance Activity,Zambia,3,HOT,HOT
Local Impact Governance Activity - Zambia (4) HOT,Local Impact Governance Activity - Zambia (4) HOT,Local Impact Governance Activity,Zambia,4,HOT,HOT
Local Impact Governance Activity - Zambia (5) HOT,Local Impact Governance Activity - Zambia (5) HOT,Local Impact Governance Activity,Zambia,5,HOT,HOT
Local Impact Governance Activity - Zambia (6) HOT,Local Impact Governance Activity - Zambia (6) HOT,Local Impact Governance Activity,Zambia,6,HOT,HOT
Local Impact Governance Activity - Zambia (7) HOT,Local Impact Governance Activity - Zambia (7) HOT,Local Impact Governance Activity,Zambia,7,HOT,HOT
Local Impact Governance Activity - Zambia (8) HOT,Local Impact Governance Activity - Zambia (8) HOT,Local Impact Governance Activity,Zambia,8,HOT,HOT
Local Impact Governance Activity - Zambia (9) HOT,Local Impact Governance Activity - Zambia (9) HOT,Local Impact Governance Activity,Zambia,9,HOT,HOT
Local Impact Governance Activity - Zambia (10) HOT,Local Impact Governance Activity - Zambia (10) HOT,Local Impact Governance Activity,Zambia,10,HOT,HOT
Local Impact Governance Activity - Zambia (11) HOT,Local Impact Governance Activity - Zambia (11) HOT,Local Impact Governance Activity,Zambia,11,HOT,HOT
Local Impact Governance Activity - Zambia (12) HOT,Local Impact Governance Activity - Zambia (12) HOT,Local Impact Governance Activity,Zambia,12,HOT,HOT
Local Impact Governance Activity - Zambia (13) HOT,Local Impact Governance Activity - Zambia (13) HOT,Local Impact Governance Activity,Zambia,13,HOT,HOT
Local Impact Governance Activity - Zambia (14) HOT,Local Impact Governance Activity - Zambia (14) HOT,Local Impact Governance Activity,Zambia,14,HOT,HOT
Local Impact Governance Activity - Zambia (15) HOT,Local Impact Governance Activity - Zambia (15) HOT,Local Impact Governance Activity,Zambia,15,HOT,HOT
Local Impact Governance Activity - Zambia (16) HOT,Local Impact Governance Activity - Zambia (16) HOT,Local Impact Governance Activity,Zambia,16,HOT,HOT
Land Cover Identification - Campeche México (watch the tutorial) (1) OpenMappingHub - LAC,Land Cover Identification - Campeche México (1) OpenMappingHub - LAC,Land Cover Identification,Campeche México,1,OpenMappingHub - LAC,OpenMappingHub - LAC
Kanlaon Volcano Eruption 2024 - Negros Island (1) Open Mapping Hub - AP,Kanlaon Volcano Eruption 2024 - Negros Island (1) Open Mapping Hub - AP,Kanlaon Volcano Eruption 2024,Negros Island,1,Open Mapping Hub - AP,Open Mapping Hub - AP
"Identification des déchets solides - Bamako, Mali (1) World Bank","Identification des déchets solides - Bamako, Mali (1) World Bank",Identification des déchets solides,"Bamako, Mali",1,World Bank,World Bank
"Identification des déchets solides - Bamako, Mali (2) World Bank","Identification des déchets solides - Bamako, Mali (2) World Bank",Identification des déchets solides,"Bamako, Mali",2,World Bank,World Bank
"Identification des déchets solides - Bamako, Mali (3) World Bank","Identification des déchets solides - Bamako, Mali (3) World Bank",Identification des déchets solides,"Bamako, Mali",3,World Bank,World Bank
"Identification des déchets solides - Bamako, Mali (4) World Bank","Identification des déchets solides - Bamako, Mali (4) World Bank",Identification des déchets solides,"Bamako, Mali",4,World Bank,World Bank
Identificación de coberturas1 - Michoacán - México (VER TUTORIAL) (1) OpenMappingHub - LAC,Identificación de coberturas1 - Michoacán - México (VER TUTORIAL) (1) OpenMappingHub - LAC,Identificación de coberturas1,Michoacán - México (VER TUTORIAL),1,OpenMappingHub - LAC,OpenMappingHub - LAC
Identificación de coberturas - Michoacán - México (VER TUTORIAL)  (1) OpenMappingHub - LAC,Identificación de coberturas - Michoacán - México (VER TUTORIAL) (1) OpenMappingHub - LAC,Identificación de coberturas,Michoacán - México (VER TUTORIAL),1,OpenMappingHub - LAC,OpenMappingHub - LAC
Identificación de coberturas - Michoacán - México (VER TUTORIAL) (2) OpenMappingHub - LAC,Identificación de coberturas - Michoacán - México (VER TUTORIAL) (2) OpenMappingHub - LAC,Identificación de coberturas,Michoacán - México (VER TUTORIAL),2,OpenMappingHub - LAC,OpenMappingHub - LAC
Identificación de coberturas - Michoacán - México (VER TUTORIAL) (2) OpenMappingHub - LAC,Identificación de coberturas - Michoacán - México (VER TUTORIAL) (2) OpenMappingHub - LAC,Identificación de coberturas,Michoacán - México (VER TUTORIAL),2,OpenMappingHub - LAC,OpenMappingHub - LAC
Identificación de coberturas - Michoacán - México (VER TUTORIAL) (3) OpenMappingHub - LAC,Identificación de coberturas - Michoacán - México (VER TUTORIAL) (3) OpenMappingHub - LAC,Identificación de coberturas,Michoacán - México (VER TUTORIAL),3,OpenMappingHub - LAC,OpenMappingHub - LAC
Identificación de coberturas  - Michoacán - México (VER TUTORIAL)  (4) OpenMappingHub - LAC,Identificación de coberturas - Michoacán - México (VER TUTORIAL) (4) OpenMappingHub - LAC,Identificación de coberturas,Michoacán - México (VER TUTORIAL),4,OpenMappingHub - LAC,OpenMappingHub - LAC
Identificación de coberturas - Michoacán - México (VER TUTORIAL) (5) OpenMappingHub - LAC,Identificación de coberturas - Michoacán - México (VER TUTORIAL) (5) OpenMappingHub - LAC,Identificación de coberturas,Michoacán - México (VER TUTORIAL),5,OpenMappingHub - LAC,OpenMappingHub - LAC
Identificación de coberturas - Michoacán - México (6) OpenMappingHub - LAC,Identificación de coberturas - Michoacán - México (6) OpenMappingHub - LAC,Identificación de coberturas,Michoacán - México,6,OpenMappingHub - LAC,OpenMappingHub - LAC
Identificación de coberturas - Michoacán - México (VER TUTORIAL) (7) OpenMappingHub - LAC,Identificación de coberturas - Michoacán - México (VER TUTORIAL) (7) OpenMappingHub - LAC,Identificación de coberturas,Michoacán - México (VER TUTORIAL),7,OpenMappingHub - LAC,OpenMappingHub - LAC
Identificación de coberturas - Campeche - México (VER TUTORIAL) (2) OpenMappingHub - LAC,Identificación de coberturas - Michoacán - México (VER TUTORIAL) (2) OpenMappingHub - LAC,Identificación de coberturas,Michoacán - México (VER TUTORIAL),2,OpenMappingHub - LAC,OpenMappingHub - LAC
Identificación de coberturas - Campeche - México (VER TUTORIAL) (3) OpenMappingHub - LAC,Identificación de coberturas - Michoacán - México (VER TUTORIAL) (3) OpenMappingHub - LAC,Identificación de coberturas,Michoacán - México (VER TUTORIAL),3,OpenMappingHub - LAC,OpenMappingHub - LAC
